단어,발음,주요뜻,메모,암기여부,저장날짜
flake,fleik,얇은 조각|플레이크|눈|속이다|자다,"1)【혼돈어휘】	flake	[페인트 등이] 엷은조각으로 벗겨지다	flak 	대공포; 격렬한 비난												

",미암기,2010-11-11 09:39:25
flame,fleim,화염|불꽃|타오르다|불태우다|애인,"1)【혼돈어휘】	flame	불꽃, 화염, 타오르다	frame	뼈대, 구조, 뼈대를 만들다												

",미암기,2010-11-11 09:39:25
flank,flæŋk,측면|옆구리|…의 측면을 우회하다,"1)【혼돈어휘】	flank	옆구리, 양 옆에 위치하다	flunk	실패하다												

",미암기,2010-11-11 09:39:25
flare,flεər,플레어|확 타오르다|나팔꽃 모양으로 벌어지다,"1)【혼돈어휘】	flare	[불이] 확 타오르다, [싸움이] 돌발하다	flair 	천부적인 재능, 재간	flail 	도리깨질하다; 도리깨	frail 	깨지기 쉬운; 연약한								

",미암기,2010-11-11 09:39:25
flatter,flǽtər,아첨하다|납작해지다|자만하다|돋보이게 하다,"1)【혼돈어휘】	flatter	아첨하다	flutter	[깃발 등이] 펄럭이다	fluster	정신을 못차리게 하다; 당황하다										

",미암기,2010-11-11 09:39:25
flaunt,flɔːnt,과시하다|자랑하다,"1)【혼돈어휘】	flaunt	과시하다	flout	비웃다												

",미암기,2010-11-11 09:39:25
flaw,flɔː,결점|흠|결함,"1)【혼돈어휘】	flaw	결점, 약점, 결함	flow	흐름, 흐르다	plow	쟁기, [땅을] 갈다, 헤치고 나아가다	blow	불다, 폭발하다								

",미암기,2010-11-11 09:39:25
flesh,fleʃ,살|피부|육체|고기|신체,"1)【혼돈어휘】	flesh	[인간∙동물의] 살, 과육	flash	번쩍임, 섬광	flush	홍조를 띠다, 얼굴을 붉히다	plush 플러시[천]; 호화로운								

",미암기,2010-11-11 09:39:25
flight,flait,비행기|비행|항공편|여행|도피,"1)【혼돈어휘】	flight	비행, 도주	fright	공포, 놀람	plight 	곤경, 궁지										

",미암기,2010-11-11 09:39:25
florescent,flɔːrésnt,개화한|전성기의|꽃이 핀,"1)【혼돈어휘】	florescent	꽃이 피는	fluorescent	형광성의												

",미암기,2010-11-11 09:39:25
flounder,fláundər,몸부림치다|허우적거리다|허둥대다,"1)【혼돈어휘】	flounder	바둥거리다	founder	침몰하다												

",미암기,2010-11-11 09:39:25
forage,fɔ́ːridʒ,사료|먹이|채집하다|식량|찾아다니다,"1)【혼돈어휘】	forage	마구 뒤지며 찾다, 뒤지다; 사료	foliage 	[초목 하나의] 잎, 잎장식												

",미암기,2010-11-11 09:39:25
forbear,fɔːrbέər,억제하다|참고 견디다|참다,"1)【혼돈어휘】	forbear	참다	forebear	조상												

",미암기,2010-11-11 09:39:25
forceful,fɔ́ːrsfəl,강력한|강제적인|설득력 있는,"1)【혼돈어휘】	forceful	힘있는	forcible	강제적인												

",미암기,2010-11-11 09:39:25
forego,fɔrgouˈ,앞서다|앞에 가다|…에 선행하다,"1)【혼돈어휘】	forego	선행하다	forgo	~없이 지내다												

",미암기,2010-11-11 09:39:25
formerly,fɔ́ːrmərli,이전에|옛날에는|원래는,"1)【혼돈어휘】	formerly	이전에는	formally	정식으로												

",미암기,2010-11-11 09:39:25
fortuitous,fɔːrtjúːətəs,우연한|뜻밖의|우발성의,"1)【혼돈어휘】	fortuitous	우연한	fortunate	운이 좋은												

",미암기,2010-11-11 09:39:25
foul,faul,나쁜|파울|욕설|반칙|실패하다,"1)【혼돈어휘】	foul	불쾌한, 불결한, [스포츠의] 파울	fowl	[집에서 키우는] 닭, 가금류												

",미암기,2010-11-11 09:39:25
fraction,frǽkʃən,일부|적은|분수|파편,"1)【혼돈어휘】	fraction	소량, 조금, 파편 	friction 	마찰; [의견] 충돌	fracture	골절, 부서짐										

",미암기,2010-11-11 09:39:25
fragile,frǽdʒəl,취약한|깨지기 쉬운|부진한|쉽게 영향을 받는,"1)【혼돈어휘】	fragile	부서지기 쉬운; [병으로] 기운이 없는	frail	사람이 연약한, 허약한												

",미암기,2010-11-11 09:39:25
fraud,frɔːd,사기|분식|부정|조작|위조,"1)【혼돈어휘】	fraud 	사기, 기만; 사기꾼	proud 	자랑으로 여기는												

",미암기,2010-11-11 09:39:25
freeze,friːz,동결|냉동하다|얼다|멈추다|굳히다,"1)【혼돈어휘】	freeze	얼다	frieze	띠모양의 장식												

",미암기,2010-11-11 09:39:25
frightened,fráitnd,두려움을 느끼는|깜짝 놀란|겁을 먹은|무서워하는|떠는,"1)【혼돈어휘】	frightened	깜짝 놀란, 겁이 난	frightening	깜짝 놀라게 하는, 겁나게 하는												

",미암기,2010-11-11 09:39:25
fudge,fʌdʒ,…을 날조하다|퍼지|대체 기사,"1)【혼돈어휘】	fudge	꾸민 일; 허튼소리; 날조하다	fuzzy 	보풀 같은; 흐릿한												

",미암기,2010-11-11 09:39:25
fun,fʌn,재미있는|즐거운|장난|웃긴|신나는,"1)【혼돈어휘】	fun	재미있는; 재미	funny	우스운	fungi 	균류 										

",미암기,2010-11-11 09:39:25
function,fΛŋkʃən,기능|역할|작용|작동|행사,"1)【혼돈어휘】	function	기능	punctilious	격식을 차리는, 딱딱한												

",미암기,2010-11-11 09:39:25
gamble,gǽmbl,도박하다|모험하다|…을 걸다,"1)【혼돈어휘】	gamble	도박하다	gambol	깡충깡충 뛰어다니다	grumble	불평[하다]										

",미암기,2010-11-11 09:39:25
garner,gάːrnər,…을 모으다,"1)【혼돈어휘】	garner 	모으다, 축적하다; 축적, 저축	garnish	장식품, 장식하다	garment	의복, 의상										

",미암기,2010-11-11 09:39:25
gasp,gæsp,헐떡거리다|숨이 차다,"1)【혼돈어휘】	gasp	헐떡거리다, 숨막히다	grasp	붙잡다, 파악하다												

",미암기,2010-11-11 09:39:25
gem,dʒem,보석|보물,"1)【혼돈어휘】	gem	보석; 보석처럼 귀중한 것	jam 	[차량의] 혼잡												

",미암기,2010-11-11 09:39:25
gene,dʒiːn,유전자,"1)【혼돈어휘】	gene 	유전자, 유전인자	genus 	[동식물의] 속; 종류												

",미암기,2010-11-11 09:39:25
generic,dʒənérik,일반적인|포괄적인|총칭적인,"1)【혼돈어휘】	generic 	[명칭이] 일반적인, 포괄적인	generous	관대한; 손이 큰, 후한	general	일반적인, 전반적인										

",미암기,2010-11-11 09:39:25
genteel,dʒentíːl,품위 있는|가문이 좋은|점잖은 체하는,"1)【혼돈어휘】	genteel	상류 사회의	gentle	온화한	gentile	[유대인 입장에서의] 이교도 										

",미암기,2010-11-11 09:39:25
genuine,dʒénjuin,진실된|진짜의|성실한|순수한,"1)【혼돈어휘】	genuine	진짜의, 진품인	genius	천재	ingenuous 	순진한										

",미암기,2010-11-11 09:39:25
german,dʒə́ːrmən,독일|독일어|독일인|게르만,"1)【혼돈어휘】	german	같은 부모에게서 태어난	germane	적절한												

",미암기,2010-11-11 09:39:25
ghastly,gǽstli,무시무시한|지독한|무섭게,"1)【혼돈어휘】	ghastly	무서운, 소름끼치는	ghostly	유령의												

",미암기,2010-11-11 09:39:25
gingerly,dʒíndʒərli,매우 신중하게|아주 신중하게|지극히 조심스럽게,"1)【혼돈어휘】	gingerly	몹시 조심스럽게, 신중하게	gingery 	생강의; 톡 쏘는												

",미암기,2010-11-11 09:39:25
gist,dʒist,요점|골자|요지,"1)【혼돈어휘】	gist	요지	gest	무용담												

",미암기,2010-11-11 09:39:25
globe,gloub,세계|지구|글로브|세상|구,"1)【혼돈어휘】	globe	구[球], 지구	glove	장갑												

",미암기,2010-11-11 09:38:30
gorge,gɔːrdʒ,폭식|골짜기|협곡,"1)【혼돈어휘】	gorge	게걸스럽게 먹다; 골짜기	gorgeous	멋있는 	gorget	[갑옷의] 목가리개										

",미암기,2010-11-11 09:38:30
grateful,gréitfəl,감사하는|고마운,"1)【혼돈어휘】	grateful	감사하는	gratuitous	무료의	gratifying	만족을 주는										

",미암기,2010-11-11 09:38:30
grim,grim,우울한|냉혹한|어두운|으스스한,"1)【혼돈어휘】	grim	불쾌한, 싫은; 험상스러운	grime	[ɡráim] 때, 먼지; 오점												

",미암기,2010-11-11 09:38:30
grisly,grízli,무서운|소름 끼치는|끔찍하게,"1)【혼돈어휘】	grisly	섬뜩한	grizzly	회색의												

",미암기,2010-11-11 09:38:30
gross,grous,총|전체|역겹다|징그럽다|대부분,"1)【혼돈어휘】	gross	총계의; 뚱뚱한	gloss	광택 cf. glossy 광택이 나는												

",미암기,2010-11-11 09:38:30
ground,graund,지상의|땅|기반|영역|기본의,"1)【혼돈어휘】	ground	지면, 바닥	grounds	운동장, 용지, 부지												

",미암기,2010-11-11 09:38:30
gully,gΛli,도랑|도랑을 만들다|만들다,"1)【혼돈어휘】	gully 	[물이 흐르는] 작은 협곡	gullish 	어리석은, 바보스러운												

",미암기,2010-11-11 09:38:30
habitat,hǽbitӕt,서식지|살다|생태|_지|해비타트,"1)【혼돈어휘】	habitat	[동식물의] 서식지; 거주지	inhabitant 	거주자, 주민; 서식동물												

",미암기,2010-11-11 09:38:30
hallow,hǽlou,…을 신성하게 하다|성직자|hallo(이봐),"1)【혼돈어휘】	hallow	~을 신성하게 하다	hollow	속이 비게 하다, 속이 빈												

",미암기,2010-11-11 09:38:30
haphazard,hæphǽzərd,되는 대로의|우연의|우연히,"1)【혼돈어휘】	haphazard	아무렇게나 하는; 계획성 없는	hazard	위험, 모험												

",미암기,2010-11-11 09:38:30
hard,haːrd,어려운|힘든|열심히|하드|강경한,"1)【혼돈어휘】	hard	열심히, 심하게	hardly	거의 ~않게												

",미암기,2010-11-11 09:38:30
haughty,hɔ́ːti,오만한|거만한|건방진,"1)【혼돈어휘】	haughty	오만한, 거만한, 건방진	naughty  	버릇없는; 음란한 												

",미암기,2010-11-11 09:38:30
heal,hiːl,치유되다|치료하다|낫다|효능이 있다.,"1)【혼돈어휘】	heal	치료하다	heel	뒤꿈치												

",미암기,2010-11-11 09:38:30
healthy,hélθi,건강한|건강에 좋은|건전한|위생적인|유익한,"1)【혼돈어휘】	healthy	건강한	healthful	건강에 좋은												

",미암기,2010-11-11 09:38:30
hear,hiər,듣다|소식을 듣다|경청하다,"1)【혼돈어휘】	hear 	[들리는 소리를 자연스럽게] 듣다	listen to	일부러 주의를 기울여 듣다												

",미암기,2010-11-11 09:38:30
heckle,hékl,당돌한 질문으로 애먹이다|괴롭히다|야유를 퍼붓다,"1)【혼돈어휘】	heckle 	[청중이] 연설을 방해하다	hackle 	잘게 썰다; 빗질하다	hacker 	컴퓨터 해커										

",미암기,2010-11-11 09:38:30
hefty,héfti,크고 튼튼한|커서 움직이기 어려운|육중한,"1)【혼돈어휘】	hefty	무거운, 크고 튼튼한	lofty	매우 높은, 고상한												

",미암기,2010-11-11 09:38:30
heirless,hέərlis,상속인이 없는|계승자가 없는,"1)【혼돈어휘】	heirless	상속인이 없는	hairless	털이 없는												

",미암기,2010-11-11 09:38:30
helm,helm,조타 장치|타각|중세 초기의 투구,"1)【혼돈어휘】	helm	[the ~] 지배, 지도; 지배적 지위	realm 	왕국; 국토, 영토												

",미암기,2010-11-11 09:38:30
historic,"histɔ́ːrik, histάrik",역사적인|사,"1)【혼돈어휘】	historic	역사상 중요한	historical	역사상의	histrionic	꾸민듯한										

",미암기,2010-11-11 09:38:30
hitch,hiʧ,매기|걸기|…을 결혼시키다,"1)【혼돈어휘】	hitch	엉킴; 장애, 지체, 고장, 중단	niche 	[수익 가능성이 높은] 틈새시장	notch 	새김눈, 칼자국; 단계 	nick 	새김눈[notch], 깨진 흠								

",미암기,2010-11-11 09:38:30
hoard,hɔːrd,…을 저장하다|축적|저장,"1)【혼돈어휘】	hoard	축적하다, 사재기 하다[up]	horde	[hɔ́ːrd] 큰 무리;  떼지어 이동하다, 떼짓다 												

",미암기,2010-11-11 09:38:30
holiday,hάlədèi,휴일|명절|휴가|공휴일|축제일,"1)【혼돈어휘】	holiday 	공휴일	holidays 	휴가, 방학 												

",미암기,2010-11-11 09:38:30
horn,hɔːrn,뿔|경적|호른,"1)【혼돈어휘】	horn	사슴 등의]뿔; 자동차 경적	hone 	숫돌; [기술을] 연마하다												

",미암기,2010-11-11 09:38:30
hostile,hάstl,적대적인|호전적인|적의|강경한|부적당한,"1)【혼돈어휘】	hostile	적의 있는	hostel	숙박소	hospitable	환대하는, 친절한	hostage 	인질, 볼모; 저당, 담보								

",미암기,2010-11-11 09:38:30
humane,hjuːméin,인도적인,"1)【혼돈어휘】	humane	자비로운, 인문학의	human	사람의, 인간의												

",미암기,2010-11-11 09:38:30
hustle,hΛsl,정신없는|번잡한|열심히|밀매,"1)【혼돈어휘】	hustle	난폭하게 떠밀다; 서두르다	hurdle	장애물, 허들	hurtle	돌진하다, 돌진 시키다										

",미암기,2010-11-11 09:38:30
hyperbole,haipə́ːrbəli,과장|과장법|과장적 서술,"1)【혼돈어휘】	hyperbole	과장	hyperbola	쌍곡선												

",미암기,2010-11-11 09:38:30
hypercritical,hàipərkrítikəl,흠을 들추어내는|비판이 지나치게 엄한|혹평적인,"1)【혼돈어휘】	hypercritical	혹평하는	hypocritical	위선의												

",미암기,2010-11-11 09:38:30
hypertension,hàipərténʃən,고혈압|과도의 긴장|고혈압증,"1)【혼돈어휘】	hypertension	고혈압	hypotension 	저혈압 												

",미암기,2010-11-11 09:38:30
hypothesis,haipάθəsis,가설|가정|추측,"1)【혼돈어휘】	hypothesis	가설, 가정; 억측	hypothecate 	담보로 잡다												

",미암기,2010-11-11 09:38:30
ideal,aidíːəl,이상적인|이념적인|관념적인,"1)【혼돈어휘】	ideal	이상적인 	idle	게으른, 놀고 있는	idol	우상										

",미암기,2010-11-11 09:38:30
illuminate,ilúːmənèit,밝게하다|부각되다|명확히 하다|미소짓다|눈부시게 꾸미다,"1)【혼돈어휘】	illuminate	조명하다, 계몽하다	illustrate	[삽화로] 설명하다	illustrious	저명한, 유명한, 걸출한										

",미암기,2010-11-11 09:38:30
imaginary,imǽdʒənèri,상상의|가상의|가식적인,"1)【혼돈어휘】	imaginary	상상의	imaginative	상상력이 풍부한												

",미암기,2010-11-11 09:38:30
imminent,ímənənt,절박한|임박한|일촉즉발의,"1)【혼돈어휘】	imminent 	절박한, 촉박한	immanent 	[성질이] 내재하는												

",미암기,2010-11-11 09:38:30
immoral,imɔ́ːrəl,부도덕한|비도덕적|부당한,"1)【혼돈어휘】	immoral 	부도덕한	amoral	도덕 관념이 없는												

",미암기,2010-11-11 09:38:30
immunity,imjúːnəti,면제|면역|면책,"1)【혼돈어휘】	immunity	면역[성]	impunity	형벌을 받지 않음												

",미암기,2010-11-11 09:38:30
impart,impάːrt,주다|알리다|전하다,"1)【혼돈어휘】	impart	나누어 주다; [지식 등을] 알리다	impartial	편견이 없는; 공평한												

",미암기,2010-11-11 09:38:30
impassive,impǽsiv,감정이 없는|태연한|무감동의,"1)【혼돈어휘】	impassive	냉정한	impassible	무감각한	impassable	지날갈 수 없는	impossible	불가능한								

",미암기,2010-11-11 09:38:30
impediment,impédəmənt,장애|방해|언어 장애,"1)【혼돈어휘】	impediment 	방해[물], 지장, 장애	impedimenta 	수하물; 군용 보급품												

",미암기,2010-11-11 09:38:30
imperil,impérəl,위태롭게 하다|위험에 빠뜨리다|위험하게 하다,"1)【혼돈어휘】	imperil 	위태롭게 하다, 위험하게 하다	imperial	제국의, 황제의 	imperious 	전제적인; 긴급한	imperative	피할 수 없는, 필수적인; 긴급한 								

",미암기,2010-11-11 09:38:30
impertinent,impə́ːrtənənt,건방진|불손한|엉뚱한|무례한,"1)【혼돈어휘】	impertinent	무례한	impenitent	뉘우치지 않는												

",미암기,2010-11-11 09:38:30
impetus,ímpətəs,자극|기동력|힘,"1)【혼돈어휘】	impetus	움직이게 하는 힘, 운동력 	impetuous	[기질이] 성급한; 열렬한												

",미암기,2010-11-11 09:38:30
implacable,implǽkəbl,무자비한|달래기 어려운|앙심 깊은,"1)【혼돈어휘】	implacable	달랠 수 없는	impeccable	나무랄 데 없는, 죄없는												

",미암기,2010-11-11 09:38:30
implicit,implísit,은연중의,"1)【혼돈어휘】	implicit	함축적인, 암시적인	explicit	숨김없는, 노골적인	implicate	연루시키다										

",미암기,2010-11-11 09:38:30
important,impɔ́ːrtənt,중요한|중대한|소중한|주요한,"1)【혼돈어휘】	important	중요한	impotent	무능한												

",미암기,2010-11-11 09:38:30
imposing,impóuziŋ,웅장한|인상적인|눈을 끄는,"1)【혼돈어휘】	imposing 	인상적인, 당당한	imposed	부과된												

",미암기,2010-11-11 09:38:30
impractical,imprǽktikəl,비현실적인|비실용적인,"1)【혼돈어휘】	impractical	비현실적인, 현실에 어두운	impracticable	실행 불가능한												

",미암기,2010-11-11 09:38:30
impression,impréʃən,인상|생각|흉내,"1)【혼돈어휘】	impression 	인상, 감명	ex-pression 	(말,표정에 의한] 표현, 표정												

",미암기,2010-11-11 09:38:30
imprudent,imprúːdnt,경솔한|무분별한|무모한,"1)【혼돈어휘】	imprudent	경솔한	impudent	뻔뻔스러운												

",미암기,2010-11-11 09:38:30
impunity,impjúːnəti,무사|형벌을 받지 않음|형벌을 면하기,"1)【혼돈어휘】	impunity	형벌을 받지 않음, 무사	immunity 	면제, 면역												

",미암기,2010-11-11 09:38:30
inane,inéin,어리석은|무의미한|공허한,"1)【혼돈어휘】	inane	어리석은, 생각없는	insane 	제정신이 아닌, 미친												

",미암기,2010-11-11 09:38:30
inapt,inǽpt,부적당한|적절치 않은|서투른,"1)【혼돈어휘】	inapt	부적절한	inept	서투른												

",미암기,2010-11-11 09:38:30
incident,ínsədənt,사건|사고|사태|사변,"1)【혼돈어휘】	incident	사건	incidence	발생 정도[범위, 율]												

",미암기,2010-11-11 09:38:30
incredible,inkrédəbl,놀라운|엄청난|믿을 수 없는,"1)【혼돈어휘】	incredible	[믿기 어려울 만큼] 훌륭한, 놀라운 	incredulous 	의심 많은 												

",미암기,2010-11-11 09:38:30
inculcate,inkΛlkeit -'--′,가르치다|주입시키다|타이르다,"1)【혼돈어휘】	inculcate	심어주다	inculpate	죄를 씌우다												

",미암기,2010-11-11 09:38:30
incumbent,inkΛmbənt,현직의|현직자|재직자,"1)【혼돈어휘】	incumbent	의무가 있는, 현직자	recumbent 	사람이 드러누운; 활발치 못한												

",미암기,2010-11-11 09:38:30
indict,indáit,기소하다|비난하다|공격하다,"1)【혼돈어휘】	indict	고발하다	indite	[연설・시 등을] 쓰다												

",미암기,2010-11-11 09:38:30
indigenous,indídʒənəs,고유의|토착의|고유한,"1)【혼돈어휘】	indigenous	고유의, 토착의 	indigent	가난한	indignant	분개하는										

",미암기,2010-11-11 09:38:30
indiscriminate,ìndiskrímənət,무차별의|닥치는 대로의|분간 없는,"1)【혼돈어휘】	indiscriminate	무차별의, 마구잡이의, 가리지 않는	incriminate 	고발하다, 죄를 씌우다												

",미암기,2010-11-11 09:38:30
indolent,índələnt,게으른|나태한|게으름쟁이의,"1)【혼돈어휘】	indolent	게으른	insolent	거만한	redolent 	좋은 냄새가 나는; 생각나게 하는										

",미암기,2010-11-11 09:38:30
induce,indjúːs,유발하다|유도하다|…하게 하다|유치하다|유인하다,"1)【혼돈어휘】	induce	유도하다; 귀납하다	induct	인도하다, 취임시키다	introduce	소개하다, 발표하다										

",미암기,2010-11-11 09:38:30
industrious,indΛstriəs,부지런한|근면한|노력하는,"1)【혼돈어휘】	industrious	근면한	industrial	산업의												

",미암기,2010-11-11 09:38:30
infinite,ínfənət,무한한|끝없는|무궁한|무수한 |인피니트,"1)【혼돈어휘】	infinite	무한한	infinitesimal	극소의	indefinite	불분명한										

",미암기,2010-11-11 09:38:30
inflammable,inflǽməbl,불붙기 쉬운|인화성의|격앙하기 쉬운,"1)【혼돈어휘】	inflammable	가연성의	nonflammable	불연성의												

",미암기,2010-11-11 09:38:30
infringe,infríndʒ,침해하다|어기다|위반하다,"1)【혼돈어휘】	infringe	위반하다; 침해하다	fringe 	술 장식; 가장자리, 변두리												

",미암기,2010-11-11 09:38:30
ingenious,indʒíːnjəs,독창적인|재치있는|교묘한,"1)【혼돈어휘】	ingenious	영리한	ingenuous	솔직한												

",미암기,2010-11-11 09:38:30
ingredient,ingríːdiənt,재료|성분,"1)【혼돈어휘】	ingredient	성분, [요리의] 재료, 원료	gradient 	경사도, 기울기; 언덕, 비탈 												

",미암기,2010-11-11 09:38:30
initial,iníʃəl,초기의|원래의|1차|첫 글자|선도하는,"1)【혼돈어휘】	initial	처음의, 시초의; 첫글자 	initiative	시작, 선창; 주도권; 발의권 												

",미암기,2010-11-11 09:38:30
inject,indʒékt,…을 주입하다|주사하다|삽입하다,"1)【혼돈어휘】	inject 	주사하다, 주입하다	interject	[말 따위를] 불쑥 끼워 넣다												

",미암기,2010-11-11 09:38:30
innumerable,injúːmərəbl,셀 수 없이 많은|무수한,"1)【혼돈어휘】	innumerable	무수한, 헤아릴 수 없는	numerable 	셀 수 있는, 계산할 수 있는												

",미암기,2010-11-11 09:38:30
insoluble,insάljubl,해결할 수 없는|용해되지 않는|녹지 않는,"1)【혼돈어휘】	insoluble	해결할 수 없는, 불용성의	insolvent	파산한												

",미암기,2010-11-11 09:38:30
insulation,ìnsəléiʃən,절연체|단열재|절연 상태,"1)【혼돈어휘】	insulation 	절연, 단열	insular 	섬의,섬나라의												

",미암기,2010-11-11 09:38:30
intelligent,intélədʒənt,지능이 있는|지적인|똑똑한|총명한,"1)【혼돈어휘】	intelligent	총명한, 이해력이 있는	intelligible	쉽게 이해되는, 알기 쉬운	intellectual 	[사람이] 지적인, 지성적인										

",미암기,2010-11-11 09:38:30
intension,inténʃən,강도|긴장|격렬함,"1)【혼돈어휘】	intension	강화, 긴장	intention	의지, 의향, 목적, 결의												

",미암기,2010-11-11 09:38:30
interesting,"íntərəstiŋ, -tərèst-",흥미로운|재미있는|놀라운,"1)【혼돈어휘】	interesting	관심을 끄는	interested	관심이 있는												

",미암기,2010-11-11 09:38:30
intimate,íntəmət,친밀한|사적인|은밀한|성적인|아늑한,"1)【혼돈어휘】	intimate	친밀한	intimidate	위협하다												

",미암기,2010-11-11 09:38:30
intimidate,intímədèit,…을 두려워하게 하다|…을 협박하다|겁먹게 하다,"1)【혼돈어휘】	intimidate	협박[위협]하다 	intimate 	암시하다; 친밀한												

",미암기,2010-11-11 09:38:30
invaluable,invǽljuəbl,매우 귀중한|헤아릴 수 없을 만큼 귀중한,"1)【혼돈어휘】	invaluable	값을 헤아릴 수 없는, 매우 귀중한	valuable 	값비싼; 귀중한, 소중한	valueless 	가치가 없는, 하찮은										

",미암기,2010-11-11 09:38:30
invidious,invídiəs,불공평한|비위에 거슬리는|시샘나게 하는,"1)【혼돈어휘】	invidious	비위에 거슬리는, 불쾌한	invisible 	눈에 보이지 않는												

",미암기,2010-11-11 09:38:30
itinerary,aitínərèri,일정|기행|여정|여행,"1)【혼돈어휘】	itinerary	여행 스케줄, 여정; 여행기	itinerant 	순회하는; 이동식의 												

",미암기,2010-11-11 09:38:30
jaunty,dʒɔ́ːnti,경쾌한|쾌활한|말쑥한,"1)【혼돈어휘】	jaunty	의기양양한; 경쾌한; 명랑한	jaunt 	산책, 소풍												

",미암기,2010-11-11 09:38:30
jealous,dʒéləs,질투하는|부러워하는|시기하는|탐내는,"1)【혼돈어휘】	jealous	질투하는	zealous	열광적인												

",미암기,2010-11-11 09:38:30
jot,dʒat,…을 간결하게 적다|간단히 메모하다|아주 조금,"1)【혼돈어휘】	jot 	간단히 적어두다, 메모하다[down]	jut 	돌기, 돌출부												

",미암기,2010-11-11 09:38:30
journal,dʒə́ːrnl,정기 간행물|저널|일기|잡지,"1)【혼돈어휘】	journal	[일간]신문, 잡지, 정기간행물	journey 	[특히 육로의 장거리] 여행, 여정												

",미암기,2010-11-11 09:38:30
judicial,dʒuːdíʃəl,사법의|재판의|재판상의,"1)【혼돈어휘】	judicial	재판의	judicious	신중한	judiciary	사법부, 사법제도										

",미암기,2010-11-11 09:38:30
knave,neiv,부정직한 사람|악한|카드놀이의 잭,"1)【혼돈어휘】	knave	&lt;카드놀이&gt; 잭; 악당	naïve	순진한	native	원주민의, 토착의										

",미암기,2010-11-11 09:38:30
kneel,niːl,무릎을 꿇다|굴복하다,"1)【혼돈어휘】	kneel	무릎을 꿇다	knell	종소리, 애도하는 소리	knoll	작고 둥근 언덕										

",미암기,2010-11-11 09:38:30
laborious,ləbɔ́ːriəs,근면한|힘드는|어려운,"1)【혼돈어휘】	laborious	[일 등이] 힘든, 고된	laboratory 	실험실, 연구소  												

",미암기,2010-11-11 09:38:30
lapse,læps,시간이 경과하다|실패|잘못|…상태로 빠지다,"1)【혼돈어휘】	lapse	착오, 실수, 경과	elapse	경과하다	relapse	되돌아 가다										

",미암기,2010-11-11 09:38:30
late,leit,말기의|늦은|늦도록|늦게|최근의,"1)【혼돈어휘】	late	늦은; 늦게	lately	근래에												

",미암기,2010-11-11 09:38:30
later,léitər,후에|나중에|말에|뒤에|안에,"1)【혼돈어휘】	later	나중에	latter	후자 cf. former 전자 												

",미암기,2010-11-11 09:38:30
latitude,lǽtətjùːd,위도|허용 범위|자유,"1)【혼돈어휘】	latitude	위도	altitude	높이	lassitude	무기력										

",미암기,2010-11-11 09:38:30
laud,lɔːd,찬송가,"1)【혼돈어휘】	laud	칭찬하다	loud	시끄러운; 야한												

",미암기,2010-11-11 09:38:30
lay,lei,낳다|눕다|놓다|쌓다|마련하다,"1)【혼돈어휘】	lay	~을 놓다	lie	~에 놓이다												

",미암기,2010-11-11 09:38:30
legal,líːgəl,법적인|법률상의|합법적인,"1)【혼돈어휘】	legal	합법적인	regal	왕다운	regale	대접하다										

",미암기,2010-11-11 09:38:30
lessen,lésn,줄이다|완화하다|감소하다,"1)【혼돈어휘】	lessen	작아지다, 감소하다	lesson	수업, 교훈												

",미암기,2010-11-11 09:38:30
liberal,líbərəl,진보적인|자유로운|자유주의의|개방적인|관대한,"1)【혼돈어휘】	liberal	관대한	liberate	해방하다												

",미암기,2010-11-11 09:38:30
light,lait,빛|조명|밝게하다|광선|켜다,"1)【혼돈어휘】	light	불을 붙이다	lighten	[부담・고통 등을] 덜다	right	바른, 옳은; 오른쪽의; 권리										

",미암기,2010-11-11 09:37:24
likelihood,láiklihùd,가능성|기회|가망,"1)【혼돈어휘】	likelihood	가능성	likeness	닮기												

",미암기,2010-11-11 09:37:24
limb,lim,팔다리|의족|가지,"1)【혼돈어휘】	limb	손발, 사지	limp	다리를 절다	limpid	맑은, 투명한, 명쾌한	lymph 	임파액; 혈청								

",미암기,2010-11-11 09:37:24
literal,lítərəl,글자 그대로의|문자의,"1)【혼돈어휘】	literal	문자 그대로의	literary 	문학의, 문학적인	literate	읽고 쓸 수 있는										

",미암기,2010-11-11 09:37:24
little,lítl,작은|조금|좀|약간의|어린,"1)【혼돈어휘】	little	거의 없는	a little	약간 있는												

",미암기,2010-11-11 09:37:24
locale,loukǽl,장소|현장|무대,"1)【혼돈어휘】	locale 	현장, 장소; 무대	local 	지방의, 편협한												

",미암기,2010-11-11 09:37:24
loose,luːs,풀다|엉성한|헐거운|느슨해지다|자유로운,"1)【혼돈어휘】	loose	풀어진	lose	잃어버리다												

",미암기,2010-11-11 09:37:24
loot,luːt,약탈하다|전리품|돈,"1)【혼돈어휘】	loot 	전리품, 약탈하다	root 	근원, 뿌리												

",미암기,2010-11-11 09:37:24
loyal,lɔ́iəl,충성스러운|지지하는|충실한|충직한|성의 있는,"1)【혼돈어휘】	loyal	충성스러운	royal	[왕]실의, 멋진, 화려한												

",미암기,2010-11-11 09:37:24
lucrative,lúːkrətiv,수익성|많은 돈이 되는|이득|호황|수완이 좋은,"1)【혼돈어휘】	lucrative	돈벌이가 되는	ludicrous	우스운												

",미암기,2010-11-11 09:37:24
